Logging to Training/Logs/FINALPPO_200K/PPO_1
----------------------------------
| rollout/           |           |
|    policy_gradient_loss | -0.0111     |
|    std                  | 1.04        |
|    value_loss           | 0.00802     |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 199         |
|    ep_rew_mean          | -3.7171981  |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 91          |
|    time_elapsed         | 107         |
|    total_timesteps      | 23296       |
| train/                  |             |
|    approx_kl            | 0.023060009 |
|    clip_fraction        | 0.203       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.967       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0875      |
|    n_updates            | 900         |
|    policy_gradient_loss | -0.0296     |
|    std                  | 1.04        |
|    value_loss           | 0.262       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 203         |
|    ep_rew_mean          | -3.6709015  |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 92          |
|    time_elapsed         | 108         |
|    total_timesteps      | 23552       |
| train/                  |             |
|    approx_kl            | 0.013015598 |
|    clip_fraction        | 0.0969      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.864       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00338    |
|    n_updates            | 910         |
|    policy_gradient_loss | -0.0119     |
|    std                  | 1.04        |
|    value_loss           | 0.231       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 207         |
|    ep_rew_mean          | -4.7624726  |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 93          |
|    time_elapsed         | 109         |
|    total_timesteps      | 23808       |
| train/                  |             |
|    approx_kl            | 0.019793835 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.947       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0312      |
|    n_updates            | 920         |
|    policy_gradient_loss | -0.0265     |
|    std                  | 1.04        |
|    value_loss           | 0.163       |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 207        |
|    ep_rew_mean          | -4.7624726 |
| time/                   |            |
|    fps                  | 217        |
|    iterations           | 94         |
|    time_elapsed         | 110        |
|    total_timesteps      | 24064      |
| train/                  |            |
|    approx_kl            | 0.00836564 |
|    clip_fraction        | 0.129      |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.5      |
|    explained_variance   | 0.964      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0619     |
|    n_updates            | 930        |
|    policy_gradient_loss | -0.0187    |
|    std                  | 1.04       |
|    value_loss           | 0.212      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 209         |
|    ep_rew_mean          | -4.766232   |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 95          |
|    time_elapsed         | 111         |
|    total_timesteps      | 24320       |
| train/                  |             |
|    approx_kl            | 0.017603152 |
|    clip_fraction        | 0.222       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.5       |
|    explained_variance   | 0.99        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0498     |
|    n_updates            | 940         |
|    policy_gradient_loss | -0.0318     |
|    std                  | 1.04        |
|    value_loss           | 0.0149      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 209         |
|    ep_rew_mean          | -4.766232   |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 96          |
|    time_elapsed         | 113         |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.013095427 |
|    clip_fraction        | 0.121       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.6       |
|    explained_variance   | 0.967       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0288      |
|    n_updates            | 950         |
|    policy_gradient_loss | -0.0192     |
|    std                  | 1.04        |
|    value_loss           | 0.225       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 210         |
|    ep_rew_mean          | -5.1888466  |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 97          |
|    time_elapsed         | 114         |
|    total_timesteps      | 24832       |
| train/                  |             |
|    approx_kl            | 0.016797446 |
|    clip_fraction        | 0.195       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.6       |
|    explained_variance   | 0.94        |
|    learning_rate        | 0.0003      |
|    loss                 | -0.023      |
|    n_updates            | 960         |
|    policy_gradient_loss | -0.0246     |
|    std                  | 1.04        |
|    value_loss           | 0.0625      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 209          |
|    ep_rew_mean          | -4.0956187   |
| time/                   |              |
|    fps                  | 217          |
|    iterations           | 98           |
|    time_elapsed         | 115          |
|    total_timesteps      | 25088        |
| train/                  |              |
|    approx_kl            | 0.0034087477 |
|    clip_fraction        | 0.000781     |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.6        |
|    explained_variance   | -0.144       |
|    learning_rate        | 0.0003       |
|    loss                 | 21.7         |
|    n_updates            | 970          |
|    policy_gradient_loss | -0.00946     |
|    std                  | 1.04         |
|    value_loss           | 79.5         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 213          |
|    ep_rew_mean          | -4.115337    |
| time/                   |              |
|    fps                  | 217          |
|    iterations           | 99           |
|    time_elapsed         | 116          |
|    total_timesteps      | 25344        |
| train/                  |              |
|    approx_kl            | 0.0013565158 |
|    clip_fraction        | 0.000391     |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.6        |
|    explained_variance   | 0.0274       |
|    learning_rate        | 0.0003       |
|    loss                 | 254          |
|    n_updates            | 980          |
|    policy_gradient_loss | -0.00296     |
|    std                  | 1.04         |
|    value_loss           | 346          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 213         |
|    ep_rew_mean          | -4.115337   |
| time/                   |             |
|    fps                  | 217         |
|    iterations           | 100         |
|    time_elapsed         | 117         |
|    total_timesteps      | 25600       |
| train/                  |             |
|    approx_kl            | 0.011735436 |
|    clip_fraction        | 0.134       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.6       |
|    explained_variance   | 0.798       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.12        |
|    n_updates            | 990         |
|    policy_gradient_loss | -0.0169     |
|    std                  | 1.04        |
|    value_loss           | 0.535       |
-----------------------------------------
