Logging to Training/Logs/PPO_testrew/PPO_2
-----------------------------------
| rollout/           |            |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.606       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.379       |
|    n_updates            | 1890        |
|    policy_gradient_loss | -0.0254     |
|    std                  | 1.06        |
|    value_loss           | 1.03        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 194         |
|    ep_rew_mean          | -15.277147  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 91          |
|    time_elapsed         | 106         |
|    total_timesteps      | 23296       |
| train/                  |             |
|    approx_kl            | 0.012177145 |
|    clip_fraction        | 0.0973      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.785       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.111       |
|    n_updates            | 1900        |
|    policy_gradient_loss | -0.0145     |
|    std                  | 1.06        |
|    value_loss           | 0.346       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 191         |
|    ep_rew_mean          | -15.013617  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 92          |
|    time_elapsed         | 107         |
|    total_timesteps      | 23552       |
| train/                  |             |
|    approx_kl            | 0.016822387 |
|    clip_fraction        | 0.168       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.986       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0447     |
|    n_updates            | 1910        |
|    policy_gradient_loss | -0.0241     |
|    std                  | 1.06        |
|    value_loss           | 0.0258      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 190         |
|    ep_rew_mean          | -14.927107  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 93          |
|    time_elapsed         | 108         |
|    total_timesteps      | 23808       |
| train/                  |             |
|    approx_kl            | 0.015708491 |
|    clip_fraction        | 0.0891      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.842       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0816      |
|    n_updates            | 1920        |
|    policy_gradient_loss | -0.0192     |
|    std                  | 1.06        |
|    value_loss           | 0.239       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 189         |
|    ep_rew_mean          | -14.902081  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 94          |
|    time_elapsed         | 109         |
|    total_timesteps      | 24064       |
| train/                  |             |
|    approx_kl            | 0.018156692 |
|    clip_fraction        | 0.188       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.7       |
|    explained_variance   | 0.968       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00545     |
|    n_updates            | 1930        |
|    policy_gradient_loss | -0.0285     |
|    std                  | 1.06        |
|    value_loss           | 0.171       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 189         |
|    ep_rew_mean          | -14.902081  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 95          |
|    time_elapsed         | 110         |
|    total_timesteps      | 24320       |
| train/                  |             |
|    approx_kl            | 0.021718264 |
|    clip_fraction        | 0.217       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.8       |
|    explained_variance   | 0.955       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0277      |
|    n_updates            | 1940        |
|    policy_gradient_loss | -0.0235     |
|    std                  | 1.06        |
|    value_loss           | 0.112       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 187         |
|    ep_rew_mean          | -14.35726   |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 96          |
|    time_elapsed         | 111         |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.012236181 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.8       |
|    explained_variance   | 0.985       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.00925    |
|    n_updates            | 1950        |
|    policy_gradient_loss | -0.0155     |
|    std                  | 1.06        |
|    value_loss           | 0.0265      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 188         |
|    ep_rew_mean          | -14.407696  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 97          |
|    time_elapsed         | 113         |
|    total_timesteps      | 24832       |
| train/                  |             |
|    approx_kl            | 0.013895166 |
|    clip_fraction        | 0.077       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.8       |
|    explained_variance   | 0.528       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.611       |
|    n_updates            | 1960        |
|    policy_gradient_loss | -0.0222     |
|    std                  | 1.06        |
|    value_loss           | 1.46        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 189         |
|    ep_rew_mean          | -14.410596  |
| time/                   |             |
|    fps                  | 219         |
|    iterations           | 98          |
|    time_elapsed         | 114         |
|    total_timesteps      | 25088       |
| train/                  |             |
|    approx_kl            | 0.015741576 |
|    clip_fraction        | 0.239       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.8       |
|    explained_variance   | 0.972       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.019      |
|    n_updates            | 1970        |
|    policy_gradient_loss | -0.0248     |
|    std                  | 1.06        |
|    value_loss           | 0.0718      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 188          |
|    ep_rew_mean          | -14.371222   |
| time/                   |              |
|    fps                  | 219          |
|    iterations           | 99           |
|    time_elapsed         | 115          |
|    total_timesteps      | 25344        |
| train/                  |              |
|    approx_kl            | 0.0014980552 |
|    clip_fraction        | 0.000391     |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.8        |
|    explained_variance   | 0.0483       |
|    learning_rate        | 0.0003       |
|    loss                 | 19.6         |
|    n_updates            | 1980         |
|    policy_gradient_loss | -0.00452     |
|    std                  | 1.06         |
|    value_loss           | 65.2         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 189        |
|    ep_rew_mean          | -14.439762 |
| time/                   |            |
|    fps                  | 219        |
|    iterations           | 100        |
|    time_elapsed         | 116        |
|    total_timesteps      | 25600      |
| train/                  |            |
|    approx_kl            | 0.01900579 |
|    clip_fraction        | 0.135      |
|    clip_range           | 0.2        |
|    entropy_loss         | -14.8      |
|    explained_variance   | 0.874      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0198     |
|    n_updates            | 1990       |
|    policy_gradient_loss | -0.0272    |
|    std                  | 1.06       |
|    value_loss           | 0.182      |
----------------------------------------
