Logging to Training/Logs/FINALPPO_200K/PPO_2
----------------------------------
| rollout/           |           |
|    loss                 | 0.5         |
|    n_updates            | 890         |
|    policy_gradient_loss | -0.0176     |
|    std                  | 1.02        |
|    value_loss           | 1.8         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 217         |
|    ep_rew_mean          | -7.690298   |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 91          |
|    time_elapsed         | 107         |
|    total_timesteps      | 23296       |
| train/                  |             |
|    approx_kl            | 0.015962472 |
|    clip_fraction        | 0.145       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.687       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0135     |
|    n_updates            | 900         |
|    policy_gradient_loss | -0.0248     |
|    std                  | 1.02        |
|    value_loss           | 0.33        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 217         |
|    ep_rew_mean          | -7.690298   |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 92          |
|    time_elapsed         | 108         |
|    total_timesteps      | 23552       |
| train/                  |             |
|    approx_kl            | 0.010251571 |
|    clip_fraction        | 0.0488      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.663       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.173       |
|    n_updates            | 910         |
|    policy_gradient_loss | -0.0153     |
|    std                  | 1.02        |
|    value_loss           | 0.887       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 217         |
|    ep_rew_mean          | -7.690298   |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 93          |
|    time_elapsed         | 110         |
|    total_timesteps      | 23808       |
| train/                  |             |
|    approx_kl            | 0.013471401 |
|    clip_fraction        | 0.137       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.4       |
|    explained_variance   | 0.991       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0124     |
|    n_updates            | 920         |
|    policy_gradient_loss | -0.0183     |
|    std                  | 1.02        |
|    value_loss           | 0.0932      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 224         |
|    ep_rew_mean          | -7.431406   |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 94          |
|    time_elapsed         | 111         |
|    total_timesteps      | 24064       |
| train/                  |             |
|    approx_kl            | 0.014701255 |
|    clip_fraction        | 0.15        |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.3       |
|    explained_variance   | 0.848       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0149      |
|    n_updates            | 930         |
|    policy_gradient_loss | -0.0168     |
|    std                  | 1.02        |
|    value_loss           | 0.638       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 224         |
|    ep_rew_mean          | -7.431406   |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 95          |
|    time_elapsed         | 112         |
|    total_timesteps      | 24320       |
| train/                  |             |
|    approx_kl            | 0.024515338 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.3       |
|    explained_variance   | 0.955       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0349     |
|    n_updates            | 940         |
|    policy_gradient_loss | -0.0321     |
|    std                  | 1.01        |
|    value_loss           | 0.0993      |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 224         |
|    ep_rew_mean          | -7.431406   |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 96          |
|    time_elapsed         | 113         |
|    total_timesteps      | 24576       |
| train/                  |             |
|    approx_kl            | 0.010273227 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.3       |
|    explained_variance   | 0.875       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0178     |
|    n_updates            | 950         |
|    policy_gradient_loss | -0.0147     |
|    std                  | 1.01        |
|    value_loss           | 0.0483      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 232          |
|    ep_rew_mean          | -6.885119    |
| time/                   |              |
|    fps                  | 216          |
|    iterations           | 97           |
|    time_elapsed         | 114          |
|    total_timesteps      | 24832        |
| train/                  |              |
|    approx_kl            | 0.0133010745 |
|    clip_fraction        | 0.159        |
|    clip_range           | 0.2          |
|    entropy_loss         | -14.3        |
|    explained_variance   | 0.541        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.024       |
|    n_updates            | 960          |
|    policy_gradient_loss | -0.0166      |
|    std                  | 1.01         |
|    value_loss           | 0.127        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 221         |
|    ep_rew_mean          | -6.5711393  |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 98          |
|    time_elapsed         | 115         |
|    total_timesteps      | 25088       |
| train/                  |             |
|    approx_kl            | 0.009750919 |
|    clip_fraction        | 0.0426      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.3       |
|    explained_variance   | 0.475       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.01        |
|    n_updates            | 970         |
|    policy_gradient_loss | -0.00637    |
|    std                  | 1.01        |
|    value_loss           | 3.13        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 214         |
|    ep_rew_mean          | -6.4693284  |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 99          |
|    time_elapsed         | 116         |
|    total_timesteps      | 25344       |
| train/                  |             |
|    approx_kl            | 0.013526603 |
|    clip_fraction        | 0.126       |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.3       |
|    explained_variance   | 0.275       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.22        |
|    n_updates            | 980         |
|    policy_gradient_loss | -0.0226     |
|    std                  | 1.01        |
|    value_loss           | 2.35        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 214         |
|    ep_rew_mean          | -6.444757   |
| time/                   |             |
|    fps                  | 216         |
|    iterations           | 100         |
|    time_elapsed         | 118         |
|    total_timesteps      | 25600       |
| train/                  |             |
|    approx_kl            | 0.016423335 |
|    clip_fraction        | 0.0785      |
|    clip_range           | 0.2         |
|    entropy_loss         | -14.3       |
|    explained_variance   | 0.0843      |
|    learning_rate        | 0.0003      |
|    loss                 | 2           |
|    n_updates            | 990         |
|    policy_gradient_loss | -0.0202     |
|    std                  | 1.02        |
|    value_loss           | 5.71        |
-----------------------------------------
